Hugo_Symbol,GATA2-High,GATA2-Low,pval,or,ci.up,ci.low,adjPval
WDFY3,3,7,0.336857170831241,0.424637441339333,1.89737062235953,0.0697301562280534,0.676498285223071
ARID2,7,12,0.346178453846467,0.573978798744381,1.62656411503981,0.18667112371438,0.689519379382718
DNAH5,7,12,0.346178453846467,0.573978798744381,1.62656411503981,0.18667112371438,0.689519379382718
RB1,7,12,0.346178453846467,0.573978798744381,1.62656411503981,0.18667112371438,0.689519379382718
ANK2,7,4,0.378132635196999,1.79826196180653,8.53130434800947,0.447697108356822,0.733906180001913
CHD9,7,4,0.378132635196999,1.79826196180653,8.53130434800947,0.447697108356822,0.733906180001913
NCOR2,7,4,0.378132635196999,1.79826196180653,8.53130434800947,0.447697108356822,0.733906180001913
SF3B1,7,4,0.378132635196999,1.79826196180653,8.53130434800947,0.447697108356822,0.733906180001913
TENM3,7,4,0.378132635196999,1.79826196180653,8.53130434800947,0.447697108356822,0.733906180001913
CADPS,4,8,0.379537215172457,0.49519668950049,1.88951478529969,0.10710481689918,0.733906180001913
CNGA3,4,8,0.379537215172457,0.49519668950049,1.88951478529969,0.10710481689918,0.733906180001913
DHX9,4,8,0.379537215172457,0.49519668950049,1.88951478529969,0.10710481689918,0.733906180001913
ITPR1,4,8,0.379537215172457,0.49519668950049,1.88951478529969,0.10710481689918,0.733906180001913
SORCS3,4,8,0.379537215172457,0.49519668950049,1.88951478529969,0.10710481689918,0.733906180001913
TTC40,4,8,0.379537215172457,0.49519668950049,1.88951478529969,0.10710481689918,0.733906180001913
DNAH7,9,14,0.389241255446683,0.632251872636512,1.61804021077225,0.234556210149772,0.750679564075746
KNDC1,8,5,0.413249570271278,1.64478626336619,6.52351714759272,0.463673224894289,0.760436198727224
MUC2,8,5,0.413249570271278,1.64478626336619,6.52351714759272,0.463673224894289,0.760436198727224
ZFHX4,8,5,0.413249570271278,1.64478626336619,6.52351714759272,0.463673224894289,0.760436198727224
HECTD4,5,9,0.414630852363254,0.550034871000625,1.87182296190712,0.141805511021396,0.760436198727224
MYO3A,9,6,0.44274458290063,1.54251392945119,5.38703189401753,0.478343867099488,0.760436198727224
ACACB,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
ARAP3,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
ATP10B,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
B4GALNT3,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
C10orf90,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
C1orf94,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
CCDC13,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
CCT3,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
CDKN1A,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
CEP250,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
CHD4,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
CNOT1,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
CNTN6,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
COL3A1,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
DDX50,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
DIP2C,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
DPP10,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
ENGASE,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
F5,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
FAM83H,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
FCRL1,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
GABRA1,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
GABRQ,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
HCN4,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
IGDCC3,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
IPO7,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
KANSL1,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
KMT2E,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
MACC1,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
MAGEL2,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
MED13L,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
MYH11,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
MYO1E,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
NTRK3,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
PDE1C,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
PDZRN3,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
PHIP,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
PRKD2,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
RBP3,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
RICTOR,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
SCN9A,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
SH3TC2,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
STXBP3,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
SVIL,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
TJP1,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
WAPAL,2,5,0.44854261378972,0.398673646799571,2.47471342464893,0.0374812153580004,0.760436198727224
